t_s,x_m,y_m,z_m
2.800000000000000000e+01,-8.540340485749921129e+01,-1.233136587679810958e+02,8.000000000000000000e+01
2.850000000000000000e+01,-7.613896887229158494e+01,-1.292395350466110813e+02,8.000000000000000000e+01
2.900000000000000000e+01,-6.646525789741734513e+01,-1.344707012424260313e+02,8.000000000000000000e+01
2.950000000000000000e+01,-5.643427169092299067e+01,-1.389790379111723837e+02,8.000000000000000000e+01
3.000000000000000000e+01,-4.609993049676290156e+01,-1.427403110834274287e+02,8.000000000000000000e+01
3.050000000000000000e+01,-3.551778520363555458e+01,-1.457343025311076588e+02,8.000000000000000000e+01
3.100000000000000000e+01,-2.474471873850518477e+01,-1.479449184478881421e+02,8.000000000000000000e+01
3.150000000000000000e+01,-1.383864029992674993e+01,-1.493602759593368035e+02,8.000000000000000000e+01
3.200000000000000000e+01,-2.858174074783292440e+00,-1.499727669977394271e+02,8.000000000000000000e+01
3.250000000000000000e+01,8.137655888302090190e+00,-1.497790991982645892e+02,8.000000000000000000e+01
3.300000000000000000e+01,1.908974295495842455e+01,-1.487803135966368870e+02,8.000000000000000000e+01
3.350000000000000000e+01,2.993921562498779565e+01,-1.469817790331865694e+02,8.000000000000000000e+01
3.400000000000000000e+01,4.062775398835356810e+01,-1.443931632933561673e+02,8.000000000000000000e+01
3.450000000000000000e+01,5.109790321616839037e+01,-1.410283811397943055e+02,8.000000000000000000e+01
3.500000000000000000e+01,6.129338240155261275e+01,-1.369055195153834461e+02,8.000000000000000000e+01
3.550000000000000000e+01,7.115938709022920250e+01,-1.320467403192631650e+02,8.000000000000000000e+01
3.600000000000000000e+01,8.064288387464344510e+01,-1.264781612784624940e+02,8.000000000000000000e+01
3.650000000000000000e+01,8.969289546805332236e+01,-1.202297155555017554e+02,8.000000000000000000e+01
3.700000000000000000e+01,9.826077472621409470e+01,-1.133349908466233842e+02,8.000000000000000000e+01
3.750000000000000000e+01,1.063004661436889933e+02,-1.058310488355587893e+02,8.000000000000000000e+01
3.800000000000000000e+01,1.137687534191471173e+02,-9.775822597333332453e+01,8.000000000000000000e+01
3.850000000000000000e+01,1.206254917588939293e+02,-8.915991665499139174e+01,8.000000000000000000e+01
3.900000000000000000e+01,1.268338236699175212e+02,-8.008233995874664402e+01,8.000000000000000000e+01
3.950000000000000000e+01,1.323603770824832395e+02,-7.057429120142013801e+01,8.000000000000000000e+01
4.000000000000000000e+01,1.371754447372950381e+02,-6.068687964564757209e+01,8.000000000000000000e+01
4.050000000000000000e+01,1.412531438729516253e+02,-5.047325376877563485e+01,8.000000000000000000e+01
4.100000000000000000e+01,1.445715553553179689e+02,-3.998831557022916172e+01,8.000000000000000000e+01
4.150000000000000000e+01,1.471128415009414141e+02,-2.928842545305029432e+01,8.000000000000000000e+01
4.200000000000000000e+01,1.488633419611675208e+02,-1.843109926598250681e+01,8.000000000000000000e+01
4.250000000000000000e+01,1.498136471515432220e+02,-7.474699134607935669e+00,8.000000000000000000e+01
4.300000000000000000e+01,1.499586488317976887e+02,3.521880256564715150e+00,8.000000000000000000e+01
4.350000000000000000e+01,1.492975675645145373e+02,1.449952824471258594e+01,8.000000000000000000e+01
4.400000000000000000e+01,1.478339569048947340e+02,2.539923593027402049e+01,8.000000000000000000e+01
4.450000000000000000e+01,1.455756842990892892e+02,3.616241337150893997e+01,8.000000000000000000e+01
4.500000000000000000e+01,1.425348887937794302e+02,4.673120452700668181e+01,8.000000000000000000e+01
4.550000000000000000e+01,1.387279157843316852e+02,5.704879825320930564e+01,8.000000000000000000e+01
4.600000000000000000e+01,1.341752291522796838e+02,6.705973368522452915e+01,8.000000000000000000e+01
4.650000000000000000e+01,1.289013012644271328e+02,7.671019835939286224e+01,8.000000000000000000e+01
4.700000000000000000e+01,1.229344814248658508e+02,8.594831747509262243e+01,8.000000000000000000e+01
4.750000000000000000e+01,1.163068434870292407e+02,9.472443274089154386e+01,8.000000000000000000e+01
4.800000000000000000e+01,1.090540134449213809e+02,1.029913693061457707e+02,8.000000000000000000e+01
4.850000000000000000e+01,1.012149779302829558e+02,1.107046893431905943e+02,8.000000000000000000e+01
4.900000000000000000e+01,9.283187464509190079e+01,1.178229309170245784e+02,8.000000000000000000e+01
4.950000000000000000e+01,8.394976585590157470e+01,1.243078308584752989e+02,8.000000000000000000e+01
5.000000000000000000e+01,7.461639616756748694e+01,1.301245304428208840e+02,8.000000000000000000e+01
5.050000000000000000e+01,6.488193587841814747e+01,1.352417627682693251e+02,8.000000000000000000e+01
5.100000000000000000e+01,5.479871129643028382e+01,1.396320208270670378e+02,8.000000000000000000e+01
5.150000000000000000e+01,4.442092346605906528e+01,1.432717053657927408e+02,8.000000000000000000e+01
5.200000000000000000e+01,3.380435681766831379e+01,1.461412517400332263e+02,8.000000000000000000e+01
5.250000000000000000e+01,2.300607930567965198e+01,1.482252350815500677e+02,8.000000000000000000e+01
5.300000000000000000e+01,1.208413564730681244e+01,1.495124532126253598e+02,8.000000000000000000e+01
5.350000000000000000e+01,1.097235310830320332e+00,1.499959868618913106e+02,8.000000000000000000e+01
5.400000000000000000e+01,-9.895563069409480050e+00,1.496732368579611432e+02,8.000000000000000000e+01
5.450000000000000000e+01,-2.083516915491554045e+01,1.485459381009324318e+02,8.000000000000000000e+01
5.500000000000000000e+01,-3.166277853535874698e+01,1.466201502366602654e+02,8.000000000000000000e+01
5.550000000000000000e+01,-4.232018882393348491e+01,1.439062250839296269e+02,8.000000000000000000e+01
5.600000000000000000e+01,-5.275011251661438649e+01,1.404187509896186441e+02,8.000000000000000000e+01
5.650000000000000000e+01,-6.289648493358333070e+01,1.361764744109624985e+02,8.000000000000000000e+01
5.700000000000000000e+01,-7.270476558752282870e+01,1.312021991464447979e+02,8.000000000000000000e+01
5.750000000000000000e+01,-8.212223135881741598e+01,1.255226637569840022e+02,8.000000000000000000e+01
5.800000000000000000e+01,-9.109825990173068533e+01,1.191683978363254113e+02,8.000000000000000000e+01
5.850000000000000000e+01,-9.958460175815298498e+01,1.121735579032334726e+02,8.000000000000000000e+01
5.900000000000000000e+01,-1.075356397162011746e+02,1.045757437976291726e+02,8.000000000000000000e+01
5.950000000000000000e+01,-1.149086340195279945e+02,9.641579656760697503e+01,8.000000000000000000e+01
6.000000000000000000e+01,-1.216639521092483989e+02,8.773757893376425443e+01,8.000000000000000000e+01
6.050000000000000000e+01,-1.277652816635337700e+02,7.858773951093060361e+01,8.000000000000000000e+01
6.100000000000000000e+01,-1.331798257897120834e+02,6.901546205468696371e+01,8.000000000000000000e+01
6.150000000000000000e+01,-1.378784793196397800e+02,5.907220108057314434e+01,8.000000000000000000e+01
6.200000000000000000e+01,-1.418359852606969298e+02,4.881140527712105381e+01,8.000000000000000000e+01
6.250000000000000000e+01,-1.450310705614207620e+02,3.828823019947765260e+01,8.000000000000000000e+01
6.300000000000000000e+01,-1.474465604619899182e+02,2.755924178798744961e+01,8.000000000000000000e+01
6.350000000000000000e+01,-1.490694708148811571e+02,1.668211230543943557e+01,8.000000000000000000e+01
6.400000000000000000e+01,-1.498910778794431735e+02,5.715310327419389047e+00,8.000000000000000000e+01
6.450000000000000000e+01,-1.499069652152139156e+02,-5.282213547808376930e+00,8.000000000000000000e+01
6.500000000000000000e+01,-1.491170474219144353e+02,-1.625134358047120742e+01,8.000000000000000000e+01
6.550000000000000000e+01,-1.475255705985066470e+02,-2.713311665815475138e+01,8.000000000000000000e+01
6.600000000000000000e+01,-1.451410895188482186e+02,-3.786903924423871359e+01,8.000000000000000000e+01
6.650000000000000000e+01,-1.419764216466332698e+02,-4.840140180219375310e+01,8.000000000000000000e+01
6.700000000000000000e+01,-1.380485782368064918e+02,-5.867358900558510726e+01,8.000000000000000000e+01
6.750000000000000000e+01,-1.333786728938041222e+02,-6.863038406629820543e+01,8.000000000000000000e+01
6.800000000000000000e+01,-1.279918080781576037e+02,-7.821826554510185758e+01,8.000000000000000000e+01
6.850000000000000000e+01,-1.219169401715252548e+02,-8.738569504909101227e+01,8.000000000000000000e+01
6.900000000000000000e+01,-1.151867238254811809e+02,-9.608339426952156259e+01,8.000000000000000000e+01
6.950000000000000000e+01,-1.078373364307393985e+02,-1.042646098708642626e+02,8.000000000000000000e+01
7.000000000000000000e+01,-9.990828365036054493e+01,-1.118853648071949749e+02,8.000000000000000000e+01
7.050000000000000000e+01,-9.144218706226764937e+01,-1.189046947150080058e+02,8.000000000000000000e+01
7.100000000000000000e+01,-8.248455505257228992e+01,-1.252848681117523171e+02,8.000000000000000000e+01
7.150000000000000000e+01,-7.308353819124590700e+01,-1.309915892164405307e+02,8.000000000000000000e+01
7.200000000000000000e+01,-6.328967040507696851e+01,-1.359941823020996878e+02,8.000000000000000000e+01
7.250000000000000000e+01,-5.315559733921122643e+01,-1.402657565890963838e+02,8.000000000000000000e+01
7.300000000000000000e+01,-4.273579336742480450e+01,-1.437833507929786947e+02,8.000000000000000000e+01
7.350000000000000000e+01,-3.208626877231124297e+01,-1.465280565498328258e+02,8.000000000000000000e+01
7.400000000000000000e+01,-2.126426866938939497e+01,-1.484851200557012874e+02,8.000000000000000000e+01
7.450000000000000000e+01,-1.032796529353368697e+01,-1.496440213737106433e+02,8.000000000000000000e+01
7.500000000000000000e+01,6.638546982076177772e-01,-1.499985309826055300e+02,8.000000000000000000e+01
7.550000000000000000e+01,1.165210622653559724e+01,-1.495467432627187918e+02,8.000000000000000000e+01
7.600000000000000000e+01,2.257772339395597427e+01,-1.482910867393789545e+02,8.000000000000000000e+01
7.650000000000000000e+01,3.338197698572514582e+01,-1.462383110286921806e+02,8.000000000000000000e+01
7.700000000000000000e+01,4.400679016099985574e+01,-1.433994505558711126e+02,8.000000000000000000e+01
7.750000000000000000e+01,5.439505063724083556e+01,-1.397897652411363367e+02,8.000000000000000000e+01
7.800000000000000000e+01,6.449091768975642935e+01,-1.354286584720274789e+02,8.000000000000000000e+01
7.850000000000000000e+01,7.424012231615853352e+01,-1.303395728030509417e+02,8.000000000000000000e+01
7.900000000000000000e+01,8.359025895222869451e+01,-1.245498639433192949e+02,8.000000000000000000e+01
7.950000000000000000e+01,9.249106717112172760e+01,-1.180906537095423516e+02,8.000000000000000000e+01
8.000000000000000000e+01,1.008947018516624752e+02,-1.109966627348053834e+02,8.000000000000000000e+01
8.050000000000000000e+01,1.087559903634889906e+02,-1.033060238323820528e+02,8.000000000000000000e+01
8.100000000000000000e+01,1.160326753865703466e+02,-9.506007701782483821e+01,8.000000000000000000e+01
8.150000000000000000e+01,1.226856420598603421e+02,-8.630314729116096828e+01,8.000000000000000000e+01
8.200000000000000000e+01,1.286791282380769132e+02,-7.708230637369744898e+01,8.000000000000000000e+01
8.250000000000000000e+01,1.339809167263983625e+02,-6.744711968019022663e+01,8.000000000000000000e+01
8.300000000000000000e+01,1.385625084597482157e+02,-5.744937988648969451e+01,8.000000000000000000e+01
8.350000000000000000e+01,1.423992756957611903e+02,-4.714282852484139852e+01,8.000000000000000000e+01
8.400000000000000000e+01,1.454705943979666642e+02,-3.658286710336236780e+01,8.000000000000000000e+01
8.450000000000000000e+01,1.477599550975770057e+02,-2.582625930253982816e+01,8.000000000000000000e+01
8.500000000000000000e+01,1.492550516379612304e+02,-1.493082584954798264e+01,8.000000000000000000e+01
8.550000000000000000e+01,1.499478473247670252e+02,-3.955133710553738968e+00,8.000000000000000000e+01
8.600000000000000000e+01,1.498346181261122467e+02,7.041818728291062257e+00,8.000000000000000000e+01
8.650000000000000000e+01,1.489159726906271146e+02,1.800091879889471258e+01,8.000000000000000000e+01
8.700000000000000000e+01,1.471968490757437564e+02,2.886325730358085551e+01,8.000000000000000000e+01
8.750000000000000000e+01,1.446864882038194935e+02,3.957044517371529935e+01,8.000000000000000000e+01
8.800000000000000000e+01,1.413983841887770154e+02,5.006492733244511584e+01,8.000000000000000000e+01
8.850000000000000000e+01,1.373502118002737973e+02,6.029029207442878402e+01,8.000000000000000000e+01
8.900000000000000000e+01,1.325637314553081580e+02,7.019157429951934546e+01,8.000000000000000000e+01
8.950000000000000000e+01,1.270646722479658450e+02,7.971555097041616023e+01,8.000000000000000000e+01
9.000000000000000000e+01,1.208825936460676047e+02,8.881102720608345180e+01,8.000000000000000000e+01
9.050000000000000000e+01,1.140507265981455731e+02,9.742911147308616648e+01,8.000000000000000000e+01
9.100000000000000000e+01,1.066057949048616393e+02,1.055234783955806535e+02,8.000000000000000000e+01
9.150000000000000000e+01,9.858781781505693687e+01,1.130506177712671274e+02,8.000000000000000000e+01
9.200000000000000000e+01,9.003989490755684244e+01,1.199700684547446485e+02,8.000000000000000000e+01
9.250000000000000000e+01,8.100797441506621510e+01,1.262446358510648849e+02,8.000000000000000000e+01
9.300000000000000000e+01,7.154060623550135745e+01,1.318405918503741532e+02,8.000000000000000000e+01
9.350000000000000000e+01,6.168868095841563104e+01,1.367278561289205925e+02,8.000000000000000000e+01
9.400000000000000000e+01,5.150515630934249600e+01,1.408801578418699876e+02,8.000000000000000000e+01
9.450000000000000000e+01,4.104477248252527488e+01,1.442751768387678624e+02,8.000000000000000000e+01
9.500000000000000000e+01,3.036375789221754573e+01,1.468946636425666838e+02,8.000000000000000000e+01
9.550000000000000000e+01,1.951952692425698999e+01,1.487245375472830631e+02,8.000000000000000000e+01
9.600000000000000000e+01,8.570371312601263725e+00,1.497549623069771201e+02,8.000000000000000000e+01
9.650000000000000000e+01,-2.424853200201352976e+00,1.499803990091954233e+02,8.000000000000000000e+01
9.700000000000000000e+01,-1.340704323429780054e+01,1.493996358486648717e+02,8.000000000000000000e+01
9.750000000000000000e+01,-2.431716547495773995e+01,1.480157946411920022e+02,8.000000000000000000e+01
9.800000000000000000e+01,-3.509657399837259817e+01,1.458363140427539690e+02,8.000000000000000000e+01
9.850000000000000000e+01,-4.568732551508973216e+01,1.428729095639835691e+02,8.000000000000000000e+01
9.900000000000000000e+01,-5.603249083652404750e+01,1.391415105949868973e+02,8.000000000000000000e+01
9.950000000000000000e+01,-6.607646089030824044e+01,1.346621747790060226e+02,8.000000000000000000e+01
1.000000000000000000e+02,-7.576524563952828828e+01,1.294589801952029120e+02,8.000000000000000000e+01
1.005000000000000000e+02,-8.504676429905119051e+01,1.235598959301181736e+02,8.000000000000000000e+01
1.010000000000000000e+02,-9.387112528891782404e+01,1.169966317335345138e+02,8.000000000000000000e+01
1.015000000000000000e+02,-1.021908944199553559e+02,1.098044675668960934e+02,8.000000000000000000e+01
1.020000000000000000e+02,-1.099613498700064582e+02,1.020220639605278308e+02,8.000000000000000000e+01
1.025000000000000000e+02,-1.171407225801891769e+02,9.369125419905081742e+01,8.000000000000000000e+01
1.030000000000000000e+02,-1.236904207789669670e+02,8.485681945207524279e+01,8.000000000000000000e+01
1.035000000000000000e+02,-1.295752374271278313e+02,7.556624805892803920e+01,8.000000000000000000e+01
1.040000000000000000e+02,-1.347635394685834740e+02,6.586948026134363943e+01,8.000000000000000000e+01
1.045000000000000000e+02,-1.392274378696909025e+02,5.581863975628001384e+01,8.000000000000000000e+01
1.050000000000000000e+02,-1.429429375330770426e+02,4.546775351185533509e+01,8.000000000000000000e+01
1.055000000000000000e+02,-1.458900662801207488e+02,3.487246135250525469e+01,8.000000000000000000e+01
1.060000000000000000e+02,-1.480529822087665082e+02,2.408971687443970922e+01,8.000000000000000000e+01
1.065000000000000000e+02,-1.494200588495800162e+02,1.317748129909682397e+01,8.000000000000000000e+01
1.070000000000000000e+02,-1.499839476623022279e+02,2.194411910236105712e+00,8.000000000000000000e+01
1.075000000000000000e+02,-1.497416175369585858e+02,-8.800453250555706930e+00,8.000000000000000000e+01
1.080000000000000000e+02,-1.486943710871912003e+02,-1.974801273507490862e+01,8.000000000000000000e+01
1.085000000000000000e+02,-1.468478376482307510e+02,-3.058941938054502074e+01,8.000000000000000000e+01
1.090000000000000000e+02,-1.442119430171474050e+02,-4.126639663478055553e+01,8.000000000000000000e+01
1.095000000000000000e+02,-1.408008560980368884e+02,-5.172155181411240221e+01,8.000000000000000000e+01
1.100000000000000000e+02,-1.366329127389443556e+02,-6.189868461019200652e+01,8.000000000000000000e+01
1.105000000000000000e+02,-1.317305171699309199e+02,-7.174308918733939322e+01,8.000000000000000000e+01
1.110000000000000000e+02,-1.261200215720882198e+02,-8.120184824655166267e+01,8.000000000000000000e+01
1.115000000000000000e+02,-1.198315844248632658e+02,-9.022411747546698280e+01,8.000000000000000000e+01
1.120000000000000000e+02,-1.128990083931269766e+02,-9.876139885526453099e+01,8.000000000000000000e+01
1.125000000000000000e+02,-1.053595586254070327e+02,-1.067678013553684622e+02,8.000000000000000000e+01
1.130000000000000000e+02,-9.725376243999367887e+01,-1.142002876146346608e+02,8.000000000000000000e+01
1.135000000000000000e+02,-8.862519147568315248e+01,-1.210189052830114491e+02,8.000000000000000000e+01
1.140000000000000000e+02,-7.952022747817808579e+01,-1.271870017801300889e+02,8.000000000000000000e+01
1.145000000000000000e+02,-6.998781298112602656e+01,-1.326714213164196394e+02,8.000000000000000000e+01
1.150000000000000000e+02,-6.007918822198485032e+01,-1.374426831176811561e+02,8.000000000000000000e+01
1.155000000000000000e+02,-4.984761570687952315e+01,-1.414751398951040358e+02,8.000000000000000000e+01
1.160000000000000000e+02,-3.934809390502302051e+01,-1.447471157088855023e+02,8.000000000000000000e+01
1.165000000000000000e+02,-2.863706161169362474e+01,-1.472410224843880258e+02,8.000000000000000000e+01
1.170000000000000000e+02,-1.777209456893431039e+01,-1.489434545545149433e+02,8.000000000000000000e+01
1.175000000000000000e+02,-6.811595974739685921e+00,-1.498452607201072340e+02,8.000000000000000000e+01
1.180000000000000000e+02,4.185517455634961692e+00,-1.499415934410081377e+02,8.000000000000000000e+01
1.185000000000000000e+02,1.516013218870891244e+01,-1.492319348933761773e+02,8.000000000000000000e+01
1.190000000000000000e+02,2.605325562978434562e+01,-1.477200997531788573e+02,8.000000000000000000e+01
1.195000000000000000e+02,3.680633322985887190e+01,-1.454142146909049131e+02,8.000000000000000000e+01
1.200000000000000000e+02,4.736156323788650013e+01,-1.423266746877185938e+02,8.000000000000000000e+01
1.205000000000000000e+02,5.766220740646926401e+01,-1.384740764078725306e+02,8.000000000000000000e+01
