t_s,x_m,y_m,z_m
1.100000000000000000e+01,2.420000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.150000000000000000e+01,2.530000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.200000000000000000e+01,2.640000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.250000000000000000e+01,2.750000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.300000000000000000e+01,2.860000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.350000000000000000e+01,2.970000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.400000000000000000e+01,3.080000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.450000000000000000e+01,3.190000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.500000000000000000e+01,3.300000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.550000000000000000e+01,3.410000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.600000000000000000e+01,3.520000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.650000000000000000e+01,3.630000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.700000000000000000e+01,3.740000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.750000000000000000e+01,3.850000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.800000000000000000e+01,3.960000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.850000000000000000e+01,4.070000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.900000000000000000e+01,4.180000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.950000000000000000e+01,4.290000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.000000000000000000e+01,4.400000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.050000000000000000e+01,4.510000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.100000000000000000e+01,4.620000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.150000000000000000e+01,4.730000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.200000000000000000e+01,4.840000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.250000000000000000e+01,4.950000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.300000000000000000e+01,5.060000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.350000000000000000e+01,5.170000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.400000000000000000e+01,5.280000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.450000000000000000e+01,5.390000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.500000000000000000e+01,5.500000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.550000000000000000e+01,5.610000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.600000000000000000e+01,5.720000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.650000000000000000e+01,5.830000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.700000000000000000e+01,5.940000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.750000000000000000e+01,6.050000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.800000000000000000e+01,6.160000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.850000000000000000e+01,6.270000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.900000000000000000e+01,6.380000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
2.950000000000000000e+01,6.490000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.000000000000000000e+01,6.600000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.050000000000000000e+01,6.710000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.100000000000000000e+01,6.820000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.150000000000000000e+01,6.930000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.200000000000000000e+01,7.040000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.250000000000000000e+01,7.150000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.300000000000000000e+01,7.260000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.350000000000000000e+01,7.370000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.400000000000000000e+01,7.480000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.450000000000000000e+01,7.590000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.500000000000000000e+01,7.700000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.550000000000000000e+01,7.810000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.600000000000000000e+01,7.920000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.650000000000000000e+01,8.030000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.700000000000000000e+01,8.140000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.750000000000000000e+01,8.250000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.800000000000000000e+01,8.360000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.850000000000000000e+01,8.470000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.900000000000000000e+01,8.580000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
3.950000000000000000e+01,8.690000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.000000000000000000e+01,8.800000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.050000000000000000e+01,8.910000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.100000000000000000e+01,9.020000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.150000000000000000e+01,9.130000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.200000000000000000e+01,9.240000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.250000000000000000e+01,9.350000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.300000000000000000e+01,9.460000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.350000000000000000e+01,9.570000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.400000000000000000e+01,9.680000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.450000000000000000e+01,9.790000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.500000000000000000e+01,9.900000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+01
4.550000000000000000e+01,1.001000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
4.600000000000000000e+01,1.012000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
4.650000000000000000e+01,1.023000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
4.700000000000000000e+01,1.034000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
4.750000000000000000e+01,1.045000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
4.800000000000000000e+01,1.056000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
4.850000000000000000e+01,1.067000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
4.900000000000000000e+01,1.078000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
4.950000000000000000e+01,1.089000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.000000000000000000e+01,1.100000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.050000000000000000e+01,1.111000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.100000000000000000e+01,1.122000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.150000000000000000e+01,1.133000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.200000000000000000e+01,1.144000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.250000000000000000e+01,1.155000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.300000000000000000e+01,1.166000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.350000000000000000e+01,1.177000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.400000000000000000e+01,1.188000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.450000000000000000e+01,1.199000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.500000000000000000e+01,1.210000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.550000000000000000e+01,1.221000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.600000000000000000e+01,1.232000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.650000000000000000e+01,1.243000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.700000000000000000e+01,1.254000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.750000000000000000e+01,1.265000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.800000000000000000e+01,1.276000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.850000000000000000e+01,1.287000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.900000000000000000e+01,1.298000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
5.950000000000000000e+01,1.309000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.000000000000000000e+01,1.320000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.050000000000000000e+01,1.331000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.100000000000000000e+01,1.342000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.150000000000000000e+01,1.353000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.200000000000000000e+01,1.364000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.250000000000000000e+01,1.375000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.300000000000000000e+01,1.386000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.350000000000000000e+01,1.397000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.400000000000000000e+01,1.408000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.450000000000000000e+01,1.419000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.500000000000000000e+01,1.430000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.550000000000000000e+01,1.441000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.600000000000000000e+01,1.452000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.650000000000000000e+01,1.463000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.700000000000000000e+01,1.474000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.750000000000000000e+01,1.485000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.800000000000000000e+01,1.496000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.850000000000000000e+01,1.507000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.900000000000000000e+01,1.518000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
6.950000000000000000e+01,1.529000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.000000000000000000e+01,1.540000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.050000000000000000e+01,1.551000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.100000000000000000e+01,1.562000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.150000000000000000e+01,1.573000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.200000000000000000e+01,1.584000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.250000000000000000e+01,1.595000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.300000000000000000e+01,1.606000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.350000000000000000e+01,1.617000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.400000000000000000e+01,1.628000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.450000000000000000e+01,1.639000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.500000000000000000e+01,1.650000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.550000000000000000e+01,1.661000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.600000000000000000e+01,1.672000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.650000000000000000e+01,1.683000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.700000000000000000e+01,1.694000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.750000000000000000e+01,1.705000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.800000000000000000e+01,1.716000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.850000000000000000e+01,1.727000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.900000000000000000e+01,1.738000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
7.950000000000000000e+01,1.749000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.000000000000000000e+01,1.760000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.050000000000000000e+01,1.771000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.100000000000000000e+01,1.782000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.150000000000000000e+01,1.793000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.200000000000000000e+01,1.804000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.250000000000000000e+01,1.815000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.300000000000000000e+01,1.826000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.350000000000000000e+01,1.837000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.400000000000000000e+01,1.848000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.450000000000000000e+01,1.859000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.500000000000000000e+01,1.870000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.550000000000000000e+01,1.881000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.600000000000000000e+01,1.892000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.650000000000000000e+01,1.903000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.700000000000000000e+01,1.914000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.750000000000000000e+01,1.925000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.800000000000000000e+01,1.936000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.850000000000000000e+01,1.947000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.900000000000000000e+01,1.958000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
8.950000000000000000e+01,1.969000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.000000000000000000e+01,1.980000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.050000000000000000e+01,1.991000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.100000000000000000e+01,2.002000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.150000000000000000e+01,2.013000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.200000000000000000e+01,2.024000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.250000000000000000e+01,2.035000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.300000000000000000e+01,2.046000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.350000000000000000e+01,2.057000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.400000000000000000e+01,2.068000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.450000000000000000e+01,2.079000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.500000000000000000e+01,2.090000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.550000000000000000e+01,2.101000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.600000000000000000e+01,2.112000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.650000000000000000e+01,2.123000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.700000000000000000e+01,2.134000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.750000000000000000e+01,2.145000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.800000000000000000e+01,2.156000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.850000000000000000e+01,2.167000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.900000000000000000e+01,2.178000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
9.950000000000000000e+01,2.189000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.000000000000000000e+02,2.200000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.005000000000000000e+02,2.211000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.010000000000000000e+02,2.222000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.015000000000000000e+02,2.233000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.020000000000000000e+02,2.244000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.025000000000000000e+02,2.255000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.030000000000000000e+02,2.266000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.035000000000000000e+02,2.277000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.040000000000000000e+02,2.288000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.045000000000000000e+02,2.299000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.050000000000000000e+02,2.310000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.055000000000000000e+02,2.321000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.060000000000000000e+02,2.332000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.065000000000000000e+02,2.343000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.070000000000000000e+02,2.354000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.075000000000000000e+02,2.365000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.080000000000000000e+02,2.376000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.085000000000000000e+02,2.387000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.090000000000000000e+02,2.398000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.095000000000000000e+02,2.409000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.100000000000000000e+02,2.420000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.105000000000000000e+02,2.431000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.110000000000000000e+02,2.442000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.115000000000000000e+02,2.453000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.120000000000000000e+02,2.464000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.125000000000000000e+02,2.475000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.130000000000000000e+02,2.486000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.135000000000000000e+02,2.497000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.140000000000000000e+02,2.508000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.145000000000000000e+02,2.519000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.150000000000000000e+02,2.530000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.155000000000000000e+02,2.541000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.160000000000000000e+02,2.552000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.165000000000000000e+02,2.563000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.170000000000000000e+02,2.574000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.175000000000000000e+02,2.585000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.180000000000000000e+02,2.596000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.185000000000000000e+02,2.607000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.190000000000000000e+02,2.618000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.195000000000000000e+02,2.629000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.200000000000000000e+02,2.640000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
1.205000000000000000e+02,2.651000000000000000e+03,0.000000000000000000e+00,8.000000000000000000e+01
